Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
44;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2580-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Couldn't fault this hotel! Having newly opened, everything was so clean and fresh. Breakfast was delicious and being a la carte, it was a nice change from the usual buffet style. The spaciousness of the room, the friendliness and attentiveness of staff were excellent. Our beds were turned down every night and even the towels were replaced. We would highly recommend a stay at Double Six if you're after a relaxing holiday.; ; ; ;Positive;kebersihan
45;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2530-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Cherylyn M wrote a review Aug 2014;"Dear Mister Dheeraj Bagai We are currently staying at the Double Six Luxury hotel for sixteenth days, we arrived last sunday We are enjoying the hotel, we got married the 28th of june this year and choose Bali as the destination for our honeymoon and your hotel as it seemed very pleasant We mentionned the fact that it is our honeymoon to our travel internet agent (for advertising reason i prefer not to mention the name) and to your employees at the front desk, twice actually. The main reason is that except a heart with flowers in the room, when we arrived, we did not have more attention Lately, today, the front desk told us that the 'plus' was the roses and that we have been upgraded to a front ocean view As far as i am concerned when i read the internet voucher from our travel; …";Date of stay: August 2014;Top notch;Cherylyn M;Positive;layanan
46;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2490-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Hayley R wrote a review Sep 2014;Despite some initial hiccups with lighting and cable TV the staff were quick to rectify any problems and ensure we had a memorable trip. Very impressed with all the staff and in particular Gede, Anastasia and Ericson for their personalized help. Highlights included ocean views and location, a la carte breakfasts, excellent rooms (size and amenities), transport carts and general hotel facilities. Feedback would include additional sun lounges required around the pool and noisy air conditioners.;Date of stay: September 2014;AMAZING !!!;Hayley R;Positive;layanan
47;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2330-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Don't have a room next to cocoon. Music plays till early morning. They tell you to wear ear plugs ,which they supply! Screaming kids everywhere, taking up pool seating, restaurant seating,which are very limited, when they don't even pay. This is not a place to stay if you want peace and quiet. Staff not your traditional friendly Bali friendly. Very efficient but without that Bali smile.; ; ; ;Negative;kenyamanan
48;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2375-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Double six (on the package we got) is amazing! Rooms gorgeous, best bed we've ever slept in! Breakfast stunning - a la carte a refreshing change to buffet also included in our deal! Staff great (lovely with kids!). Location great for Beach action. Other restaurants in resort stunning &amp; roof top bar great spot! Def recommend it!"; ; ; ;Positive;kenyamanan
49;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or80-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Double Six definitely exceeded our expectations. From the time we arrived service was impeccable, we stayed in both leisure and ocean view suites both were amazing. Breakfast was lovely and coffee was good. For couples/groups I would highly recommend. Will definitely be back again The Hunts - Brisbane; ; ; ;Positive;layanan
50;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or125-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Double six experience was the best. Could not fault anything and staff from arrival all the way through to departure. This is a must be the best place to stay. We were extremely impressed. Thank you Double Six for an outstanding stay.; ; ; ;Positive;kenyamanan
51;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2560-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Double Six has been an absolute pleasure. Situated right on the beach the views are breathtaking. The Staff are friendly,polite &amp; attentive,willing to assist you with absolutely anything. The food has been magical - five star quality - absolutely delicious. I highly recommend a stay here this resort definitely stands out against the rest. Emma"; ; ; ;Positive;layanan
52;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2305-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Double six Hotel, bridges both the gender and generation gap, for children and adults all will be well catered for in this hotel ,the staff are exceptional and cater for every guests needs. Nothing is too much trouble for them. Head chef Robert Marchetti has taken simple food and created a feast with an exceptional breakfast menu. His Italian dinners should not be missed. The rooms are beautiful and spacious and the bathroom with bath and TV is a bonus after walking through the markets close by. We cannot speak highly enough of this hotel we would certainly go back there.; ; ; ;Positive;layanan
53;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2295-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;tashj1 wrote a review Feb 2015;Double Six is definately the definition of a luxury hotel. From the friendly staff to the new and clear rooms, amazing pool and restaurant on the 2nd floor. Everything about this hotel is pure bliss. The guest relations officer 'Dede' in he lobby is so friendly and always available with the best suggestions and advice. He made our stay extra enjoyable and we will definately come back. Dede was our go to guy and was always there to help. Overal I would recommend this hotel to anyone wishing to stay in bali.;Date of stay: February 2015;High Recommended Hotel in Seminyak;tashj1;Positive;layanan
54;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or160-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Double Six is just perfect. The hotel is gorgeous, neat, clean and situated at a perfect location. The rooms are beautifully designed, comfortable and above all spaceous. The staff... AMAZING. I’ve never seen so extremely polite, kind and well mannered people. They are willing to go beyond their efforts to make everything at ease for you, always with a big smile. Also, they remember your wishes, as if you’re the only one staying at the hotel. Props to the hotel staff - you guys are amazing!; ; ; ;Positive;layanan
55;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or205-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Mefarrih Y wrote a review Jul 2019;"Double Six is one of the best hotels I have ever stayed in. You get a great first impression as soon as you pull up to the hotel and then are swiftly taken to your room where you go through the check in process as well as meeting your butler with a great welcome drink. The rooms are huge and very modern, with everything you could possibly need. The bathroom alone is the best I have seen - huge bath tub, TV, double sinks, very good shower pressure, etc. Bed is massive and very comfortable. We hadn't booked a sea view room, but could still see it from our balcony. We could sleep through the music from the beach when we had the odd early night - wouldn't worry about this. Plenty of bottled water provided each day by the butlers. Breakfast was super tasty, tried a lot of things on; …";Date of stay: June 2019;Amazing;Mefarrih Y;Positive;kenyamanan
56;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or10-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Marie wrote a review Mar 2020;Double- six is the most amazing hotel I ever been!!! Nice design and great location!! The staff was very friendly and helpful!! The room was very clean and comfortable!!! I recommend it unconditionally!!!;Date of stay: March 2020;Fabulous Hotel;Marie;Positive;kebersihan
57;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or65-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Randy wrote a review Dec 2019;"Double Six really know how to look after their guests! From the moment you arrive you are looked after by the amazing staff in the resort. From the check in to your own butler greeting you with a delicious welcome drink, to the staff at breakfast...they cant be faulted! The rooms are so incredibly spacious, with the best amenities and all the perks you could want in a room (international power points, swivel tv so you can watch from bed or the couch, coffee pod machines - it even has a tv in the bathroom so you can soak away while watching a movie! The breakfast at both the italian restaurant and the rooftop (currently Wed &amp; Sun on the rooftop) is always delicious and again, the service is impeccable. Do yourself a favour and stay here!";Date of stay: November 2019;Fantastic Staff, Great Hotel!;Randy;Positive;kenyamanan
