text;aspek;label
 A bit far away from city center but it is not a big deal if you plan to explore city by foot Approximately keamanankenyamanan minutes walking and you are on Trafalgar Square or near Tower of London ;kebersihan;1
 A little bit of a walk to Luxembourg gardens but only ten minutes;kebersihan;1
 A loud sort of humming noise on and off during the night but not sure whether it came from inside or outside so potentially not a lot that the hotel could do about that ;kebersihan;1
 A mirror in the bedroom would have been useful;kebersihan;1
 alleys are tiny old building elevator is small you have to wait sometimes for other to use it until your turn comes ;kebersihan;1
 An inconvenient and time consuming system for wifi logging ;kebersihan;1
 As it regards the breakfast the price of kebersihan7 euro I thought I had more choice to improveregarding the breakfast could have more choice to improve;kebersihan;1
 As much as I love The Zetter I do believe it is over priced for he value No breakfast included in the rates and the night rate is very high for a basic room Nice for a snazzy hide away in London but prepare to pay a large sum of money which in honesty should really buy you a lot more ;kebersihan;1
 Attention to detail We were three to a suite but the amenities were provided for two ;kebersihan;1
 Bad wi fi reception ;kebersihan;1
 bathroom needs updating but we knew that before arriving and it was not a massive problem ;kebersihan;1
 Bed was comfy but small standard double ;kebersihan;1
 Bed was quite small for a hotel Shower siding drain properly ;kebersihan;1
 Bed was tiny but then again the room was small but it s a London town centre hotel so I get it just seemed a bit pricey for the size ;kebersihan;1
 Bed was too firm needs a top mattress Car and restaurant noise coming up from the street is loud even with shutters closed I loved the place but didn t get to sleep so well Would recommend asking for a top floor room ;kebersihan;1
 Best the very best staff ever;kebersihan;1
 Bigger mug for a cup of tea but I am splitting hairs;kebersihan;1
 Blocked sink previous occupant s dinner tray left on the balcony ;kebersihan;1
 breakfast choice limited compared to price but quality good The kid gift stated in their website for family room was not given to our son but not that important Raspail metro station which is closest to the hotel was closed and hotel needed to tell in advance and in the booking or hotel websites to plan to get off in Vavin station or Edgar Quinet which are also very close ;kebersihan;1
 Breakfast needs improving as does the staff;kebersihan;1
 Breakfast seemed expensive so we didn t eat there Traffic a little noisy in morning ;kebersihan;1
 Breakfast seemed rather expensive kerapihankenyamanan for full English cup of tea though was good;kebersihan;1
 Breakfast was expensive at kebersihan8 so gave it a skip and had a nice breakfast out for kebersihankenyamanan ;kebersihan;1
 Breakfast was included last time I stayed buy now it s additional;kebersihan;1
 Breakfast was limited for the cost I would not take this inclusion in the future ;kebersihan;1
 Cannot respond I have no complaints;kebersihan;1
 Design in public areas seems a bit old ;kebersihan;1
 Didn t find any problems;kebersihan;1
 Didn t like the handheld shower The bathroom tile was moldy and or dirty Bathtub was dirt stained Pictures on the web were nothing like the decor of our room ;kebersihan;1
 Double bed was a little small but that s being super picky ;kebersihan;1
 Double bed way too small for Superior room Restaurant and bar area was far better before revamp Fruit salad little stale Disappointed compared with our last stay keamanan kenyamanan years ago Had much more pizazz then ;kebersihan;1
 Double beds in our standard guest rooms were a little bit narrow;kebersihan;1
 everything satisfied;kebersihan;1
 Food is somewhat pricey;kebersihan;1
 For a four star hotel and the price rooms were small Breakfast for what they offer is far too expensive;kebersihan;1
 For the price of the room coffee making facilities in the room should be the norm especially as breakfast was not included Also an advance payment of kerapihan5 on my credit card was requested for extras as soon as we signed in We did not have any extras so I m hoping that as promised the money will be credited to us ;kebersihan;1
 Free wi fi worked well but had to log on daily ;kebersihan;1
 Great location with plenty of restaurant choices and several supermarkets very close There are also large department stores less than a mile away Friendly and helpful staff Train station is walkable and metro is very close to this hotel ;kebersihan;1
 Hair dryer didn t work Neither it worked in the other room of our companions Shower water got cold during my shower ;kebersihan;1
 hearing some noise from the street;kebersihan;1
