,Page_url,nama-responden,date-stay,title,text,date-post,rev
41,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or465-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,As I am vegetarian and don't like the smell of seafood. So this place is not for vegetarians but the rooms and full hotel is very clean and spacious. The properties nearby hotel is worth visit for a drink like ayana etc., ,Positive
42,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or600-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Kim W,Date of stay: March 2016,Wonderful 4 star hotel,"As part of the SPG group, I decided to try the ""newish"" Le Meridien Jimbaran and from the time we checked in to the time we checked out, everything was sub-par. The grounds especially the walkways and the building looks like it was done very cheaply. Twice, we called for room service and both times, the person that picked up the phone couldn't speak/understand English. After much repetition, the phone is passed to another person who took down our room service orders. Breakfast in the morning is a mad-cap affair, it feels and looks under-staffed, and the hotel is not even running at full capacity. No replenishment of all Indonesian dishes (they were all empty) - I'm not talking about 1 dish, I'm talking about the whole Indonesian selection (all 6 dishes were empty!), I told the; …",Kim W wrote a review Mar 2016,Negative
43,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or675-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,As regular SPG and Bali travelers we thought we should try this SPG hotel. On arrival our rooms (2 lagoon view) were not ready so after an hour of waiting they kindly sent us to the restaurant for a complimentary lunch. On ordering they had run out of certain foods which was surprising. Then by 4.00pm we were taken to our upgrade - a 2 bedroom apartment ! it was SUPERB and worth the wait. Beds and sleeps quality A+ The staff are wonderful. Front desk so professional and friendly and welcoming. Loved the buggy drive to Jimbaran Corner for basic supplies and money changers. Loved that the seafood restaurants are across the carpark. So many to chose from. Loved the buffet breakfasts - excellent food choices and a different curry / soup each morning. When the pool was; …, ,Positive
44,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or535-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Susan G,Date of stay: June 2016,Friendly,"As with most travel experiences one thing that stands out is the quality of the staff where you stay. The staff at Le Meridien are a special group of people...genuinely warm and friendly they do all they can to make your stay a delight. Smiley, Aria and Ketut were standouts but all the staff were truly wonderful. Le Meriden's rooms are modern and very comfortable. The buffet breakfast is extensive with a mix of Western and Asian options available. Located close to the Jimbaran seafood restaurants and beach side bars there are plenty of dining options.",Susan G wrote a review Jun 2016,Positive
45,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or860-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Attending a conference I stayed at this hotel for 4 nights. Excellent conference facilities as we used to top floor conference room which had a nice view of the surroundings, including the ocean. Rooms were large and clean. Excellent service and very friendly staff. Breakfast had a wide variety of freshly made food. The few times I was able to use to the pool it was clean although quite shallow. Beach access is just a few minutes walking from the hotel. I can really recommend this hotel.", ,Positive
46,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or875-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,BonoHsieh,Date of stay: September 2014,soundproofing of room is not good enough,"Awesome experience! The hotel is very new and trendy and the room was very clean. But what really makes this hotel stand out is the service staff. From the time of check-in, we were served by this counter staff name Bisena. He made our check-in process as smooth as possible and exceeded to all our special request. Quality service that we expected only from a 6-star hotel! And another staff called Wati who went all the way to find ways to get us invites to a fashion show that was happening in the hotel. Unbelievable service that makes this one of the most memorable trips we had in Bali.",BonoHsieh wrote a review Sep 2014,Positive
47,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or800-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,WCM15,Date of stay: January 2015,"Amazing employees, but terrible finishing and food quality","Bali is known for its rich culture and good hotels, but this one has staff that goes a few steps further too make your stay a pleasant one.... The restaurants are great with a very good selection of break fast layout.",WCM15 wrote a review Feb 2015,Positive
48,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or685-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Bali is our second home and our friends recommended Le Meridien Jimbaran as it is new, close to the airport and Nusa Dua and is clean! Not a ‘traditional’ Bali resort in the way you have music playing at the doors and old wooden huts, but it is refreshing and spacious. The amenities are the best I have seen, including huge toothbrush kits that give you a really decent pack (unlike the tiny little brushes and toothpaste most luxury resorts give you). The rain showers are massive and the rooms to us seemed nearly twice the size of most of the resorts in Nusa Dua. Food is great too. As there is a mix of local and international tourists as well as Australian/New Zealand guests, the food at breakfast is really like a trip around the world. It’s not just the usual fried eggs, but; …", ,Positive
49,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or595-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Beautiful hotel with great facilities. Our room was lovely, spotless and modern and a birthday was awaiting my son. Located next to the beach and close to restaurants to watch the sunsets. Hotel food and service was exemplary. Only a short stay as it was the first of a two location holiday but a great hotel. Staff were most accommodating and helpful - exemplary. Would highly recommend as a relaxing base.", ,Positive
50,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or190-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,atmSydney,Date of stay: January 2018,Most comfortable bed I have ever slept in,"Beautiful hotel, with excellent breakfast and very comfortable and luxurious rooms. A few steps away from the Jimbaran beach and its restaurants. The staff are excellent, as one would expect. Looks like very nice facilities for kids, too.",atmSydney wrote a review Jan 2018,Positive
51,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or55-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Ron D,Date of stay: July 2019,Simply Awesome,"Beautiful lagoon pool wraps around the resort which features the delightful swim up pool bar. My arrival as always, even in the early hours of the morning, was so welcoming and easy. Every staff member will remember your name from the moment you check in, from concierge, to breakfast, and at dinner! I loved my spacious room with access to the lagoon pool, the well equipped gym, yoga classes, amazing views and cocktails on the Skye Bar, and great fun with Smiley, Kristen and Artinana around the pool! Highly recommend !",Ron D wrote a review Jul 2019,Positive
52,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or455-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Beautiful location, beautiful people, staff and hotel. This was luxury at a fraction of the cost, but nothing too hard for the staff to deliver. The choices of food at the daily breakfast, the things to do and we will never forget ""Smiley"" and ""Dekson"" and all the wonderful staff. Thankyou for helping me to make my 15 year old daughters first overseas trip so magical.", ,Positive
53,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or205-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Zayd K,Date of stay: November 2017,Dissapointed,"Beautiful place beautiful view Well spent and best place to visit Room is very nice , rooftop is very beautiful view for click pictures . People should visit d place Food is also nice here Best photography done by ""wiara""",Zayd K wrote a review Dec 2017,Positive
54,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or725-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Jen M,Date of stay: June 2015,Gorgeous!,"Beautiful property, the food is really good, we ended up having most of our meals in the property Bamboo Chic Resturant. The staff is very cordial and smart. It has a beautiful pool. Room service a bit slow, but then it is ok for such large property. Will definitely visit again. Would be nice if they make their Sky Bar a happening night spot.",Jen M wrote a review Jun 2015,Positive
